idOperation,operationName,operationDuration,successors,resourceType,SP,requiredResourceUnits,consumption,idTurnaround,SIBT/TIBT,SOBT/TOBT,idStand
168,catering,19,173,3,5,1,50,20,35,61,230
169,fuelling,12,173,4,2,1,70,20,35,61,230
170,change water,10,174,5,3,1,80,20,35,61,230
171,toilet services,9,174,6,3,1,20,20,35,61,230
172,loading baggage,17,174,1,5,1,0,20,35,61,230
173,boarding,19,174,0,5,0,0,20,35,61,230
174,push-back,4,,7,5,1,0,20,35,61,230
175,deboarding,12,"177,178,179",0,3,0,0,21,40,92,65
176,unloading baggage,11,182,1,3,1,0,21,40,92,65
177,cleaning cabin,12,183,2,2,1,0,21,40,92,65
178,catering,21,183,3,3,1,70,21,40,92,65
179,fuelling,11,183,4,1,1,30,21,40,92,65
180,change water,7,184,5,2,1,40,21,40,92,65
181,toilet services,17,184,6,2,1,40,21,40,92,65
182,loading baggage,19,184,1,3,1,0,21,40,92,65
183,boarding,12,184,0,3,0,0,21,40,92,65
184,push-back,4,,7,1,1,0,21,40,92,65
185,deboarding,8,"187,188,189",0,1,0,0,22,40,66,82
186,unloading baggage,21,192,1,1,1,0,22,40,66,82
187,cleaning cabin,19,193,2,5,1,0,22,40,66,82
188,catering,17,193,3,2,1,50,22,40,66,82
189,fuelling,15,193,4,3,1,70,22,40,66,82
190,change water,9,194,5,1,1,80,22,40,66,82
191,toilet services,9,194,6,5,1,20,22,40,66,82
192,loading baggage,18,194,1,1,1,0,22,40,66,82
193,boarding,19,194,0,1,0,0,22,40,66,82
194,push-back,4,,7,4,1,0,22,40,66,82
195,deboarding,12,"197,198,199",0,4,0,0,23,40,92,93
196,unloading baggage,13,202,1,4,1,0,23,40,92,93
197,cleaning cabin,17,203,2,2,1,0,23,40,92,93
198,catering,17,203,3,3,1,50,23,40,92,93
199,fuelling,11,203,4,1,1,30,23,40,92,93
200,change water,8,204,5,5,1,40,23,40,92,93
201,toilet services,16,204,6,1,1,40,23,40,92,93
202,loading baggage,16,204,1,4,1,0,23,40,92,93
203,boarding,12,204,0,4,0,0,23,40,92,93
204,push-back,4,,7,4,1,0,23,40,92,93
205,deboarding,15,"207,208,209",0,2,0,0,24,45,97,174
206,unloading baggage,10,212,1,2,1,0,24,45,97,174
207,cleaning cabin,12,213,2,3,1,0,24,45,97,174
208,catering,18,213,3,5,1,50,24,45,97,174
209,fuelling,15,213,4,5,1,70,24,45,97,174
210,change water,8,214,5,2,1,40,24,45,97,174
211,toilet services,17,214,6,4,1,40,24,45,97,174
212,loading baggage,16,214,1,2,1,0,24,45,97,174
213,boarding,14,214,0,2,0,0,24,45,97,174
214,push-back,4,,7,2,1,0,24,45,97,174
215,deboarding,8,"217,218,219",0,5,0,0,25,45,74,52
216,unloading baggage,10,220,1,5,1,0,25,45,74,52
217,cleaning cabin,12,221,2,1,1,0,25,45,74,52
218,catering,13,221,3,2,1,30,25,45,74,52
219,fuelling,8,221,4,3,1,30,25,45,74,52
220,loading baggage,13,222,1,5,1,0,25,45,74,52
221,boarding,10,222,0,5,0,0,25,45,74,52
222,push-back,4,,7,3,1,0,25,45,74,52
223,deboarding,13,"225,226,227",0,3,0,0,26,45,97,135
224,unloading baggage,9,230,1,3,1,0,26,45,97,135
225,cleaning cabin,17,231,2,4,1,0,26,45,97,135
226,catering,19,231,3,5,1,50,26,45,97,135
227,fuelling,13,231,4,2,1,70,26,45,97,135
228,change water,7,232,5,2,1,40,26,45,97,135
229,toilet services,16,232,6,1,1,30,26,45,97,135
230,loading baggage,15,232,1,3,1,0,26,45,97,135
231,boarding,12,232,0,3,0,0,26,45,97,135
232,push-back,4,,7,5,1,0,26,45,97,135
233,deboarding,8,"235,236,237",0,2,0,0,27,45,74,181
234,unloading baggage,10,238,1,2,1,0,27,45,74,181
235,cleaning cabin,13,239,2,2,1,0,27,45,74,181
236,catering,13,239,3,2,1,30,27,45,74,181
237,fuelling,8,239,4,4,1,30,27,45,74,181
238,loading baggage,13,240,1,2,1,0,27,45,74,181
239,boarding,9,240,0,2,0,0,27,45,74,181
240,push-back,4,,7,1,1,0,27,45,74,181
241,deboarding,16,"243,244,245",0,1,0,0,28,50,102,72
242,unloading baggage,13,248,1,1,1,0,28,50,102,72
243,cleaning cabin,17,249,2,5,1,0,28,50,102,72
244,catering,20,249,3,1,1,70,28,50,102,72
245,fuelling,16,249,4,5,1,70,28,50,102,72
246,change water,7,250,5,4,1,40,28,50,102,72
247,toilet services,19,250,6,3,1,40,28,50,102,72
248,loading baggage,16,250,1,1,1,0,28,50,102,72
249,boarding,13,250,0,1,0,0,28,50,102,72
250,push-back,4,,7,1,1,0,28,50,102,72
251,deboarding,12,"253,254,255",0,4,0,0,29,55,81,129
252,unloading baggage,19,258,1,4,1,0,29,55,81,129
253,cleaning cabin,17,259,2,1,1,0,29,55,81,129
254,catering,17,259,3,5,1,40,29,55,81,129
255,fuelling,16,259,4,3,1,70,29,55,81,129
256,change water,3,260,5,5,1,20,29,55,81,129
257,toilet services,13,260,6,2,1,30,29,55,81,129
258,loading baggage,19,260,1,4,1,0,29,55,81,129
259,boarding,20,260,0,4,0,0,29,55,81,129
260,push-back,4,,7,4,1,0,29,55,81,129
261,deboarding,11,"263,264,265",0,5,0,0,30,55,81,205
262,unloading baggage,23,268,1,5,1,0,30,55,81,205
263,cleaning cabin,15,269,2,4,1,0,30,55,81,205
264,catering,23,269,3,3,1,70,30,55,81,205
265,fuelling,12,269,4,1,1,80,30,55,81,205
266,change water,11,270,5,1,1,80,30,55,81,205
267,toilet services,10,270,6,5,1,30,30,55,81,205
268,loading baggage,13,270,1,5,1,0,30,55,81,205
269,boarding,24,270,0,5,0,0,30,55,81,205
270,push-back,4,,7,3,1,0,30,55,81,205
271,deboarding,7,"273,274,275",0,2,0,0,31,55,83,212
272,unloading baggage,8,276,1,2,1,0,31,55,83,212
273,cleaning cabin,7,277,2,3,1,0,31,55,83,212
274,catering,8,277,3,5,1,30,31,55,83,212
275,fuelling,7,277,4,4,1,30,31,55,83,212
276,loading baggage,9,278,1,2,1,0,31,55,83,212
277,boarding,7,278,0,2,0,0,31,55,83,212
278,push-back,4,,7,5,1,0,31,55,83,212
279,deboarding,7,"281,282,283",0,3,0,0,32,60,86,158
280,unloading baggage,19,286,1,3,1,0,32,60,86,158
281,cleaning cabin,13,287,2,5,1,0,32,60,86,158
282,catering,18,287,3,4,1,60,32,60,86,158
283,fuelling,13,287,4,4,1,70,32,60,86,158
284,change water,6,288,5,2,1,40,32,60,86,158
285,toilet services,14,288,6,4,1,40,32,60,86,158
286,loading baggage,15,288,1,3,1,0,32,60,86,158
287,boarding,25,288,0,3,0,0,32,60,86,158
288,push-back,4,,7,3,1,0,32,60,86,158
289,deboarding,9,"291,292,293",0,2,0,0,33,60,89,188
290,unloading baggage,9,294,1,2,1,0,33,60,89,188
291,cleaning cabin,11,295,2,1,1,0,33,60,89,188
292,catering,12,295,3,1,1,30,33,60,89,188
293,fuelling,7,295,4,3,1,30,33,60,89,188
294,loading baggage,11,296,1,2,1,0,33,60,89,188
295,boarding,10,296,0,2,0,0,33,60,89,188
296,push-back,4,,7,1,1,0,33,60,89,188
297,deboarding,7,"299,300,301",0,1,0,0,34,65,91,110
298,unloading baggage,21,304,1,1,1,0,34,65,91,110
299,cleaning cabin,15,305,2,4,1,0,34,65,91,110
300,catering,20,305,3,2,1,70,34,65,91,110
301,fuelling,16,305,4,2,1,70,34,65,91,110
302,change water,7,306,5,5,1,40,34,65,91,110
303,toilet services,12,306,6,3,1,30,34,65,91,110
304,loading baggage,12,306,1,1,1,0,34,65,91,110
305,boarding,19,306,0,1,0,0,34,65,91,110
306,push-back,4,,7,3,1,0,34,65,91,110
307,deboarding,13,"309,310,311",0,5,0,0,35,65,117,122
308,unloading baggage,11,314,1,5,1,0,35,65,117,122
309,cleaning cabin,14,315,2,2,1,0,35,65,117,122
310,catering,19,315,3,4,1,50,35,65,117,122
311,fuelling,12,315,4,1,1,70,35,65,117,122
312,change water,9,316,5,1,1,60,35,65,117,122
313,toilet services,16,316,6,1,1,30,35,65,117,122
314,loading baggage,18,316,1,5,1,0,35,65,117,122
315,boarding,12,316,0,5,0,0,35,65,117,122
316,push-back,4,,7,5,1,0,35,65,117,122
317,deboarding,7,"319,320,321",0,4,0,0,36,70,96,198
318,unloading baggage,21,324,1,4,1,0,36,70,96,198
319,cleaning cabin,12,325,2,3,1,0,36,70,96,198
320,catering,20,325,3,1,1,70,36,70,96,198
321,fuelling,18,325,4,3,1,90,36,70,96,198
322,change water,11,326,5,4,1,80,36,70,96,198
323,toilet services,15,326,6,5,1,40,36,70,96,198
324,loading baggage,18,326,1,4,1,0,36,70,96,198
325,boarding,18,326,0,4,0,0,36,70,96,198
326,push-back,4,,7,2,1,0,36,70,96,198
327,deboarding,6,"329,330,331",0,3,0,0,37,70,98,55
328,unloading baggage,8,332,1,3,1,0,37,70,98,55
329,cleaning cabin,9,333,2,5,1,0,37,70,98,55
330,catering,8,333,3,3,1,30,37,70,98,55
331,fuelling,8,333,4,5,1,30,37,70,98,55
332,loading baggage,8,334,1,3,1,0,37,70,98,55
333,boarding,9,334,0,3,0,0,37,70,98,55
334,push-back,4,,7,1,1,0,37,70,98,55
335,deboarding,8,"337,338,339",0,5,0,0,38,70,99,161
336,unloading baggage,11,340,1,5,1,0,38,70,99,161
337,cleaning cabin,11,341,2,3,1,0,38,70,99,161
338,catering,12,341,3,5,1,30,38,70,99,161
339,fuelling,8,341,4,5,1,30,38,70,99,161
340,loading baggage,12,342,1,5,1,0,38,70,99,161
341,boarding,10,342,0,5,0,0,38,70,99,161
342,push-back,4,,7,4,1,0,38,70,99,161
343,deboarding,8,"345,346,347",0,2,0,0,39,70,99,182
344,unloading baggage,10,348,1,2,1,0,39,70,99,182
345,cleaning cabin,12,349,2,4,1,0,39,70,99,182
346,catering,12,349,3,4,1,30,39,70,99,182
347,fuelling,7,349,4,1,1,30,39,70,99,182
348,loading baggage,11,350,1,2,1,0,39,70,99,182
349,boarding,9,350,0,2,0,0,39,70,99,182
350,push-back,4,,7,4,1,0,39,70,99,182
351,deboarding,7,"353,354,355",0,5,0,0,40,70,98,162
352,unloading baggage,9,356,1,5,1,0,40,70,98,162
353,cleaning cabin,7,357,2,5,1,0,40,70,98,162
354,catering,9,357,3,3,1,30,40,70,98,162
355,fuelling,8,357,4,3,1,30,40,70,98,162
356,loading baggage,8,358,1,5,1,0,40,70,98,162
357,boarding,7,358,0,5,0,0,40,70,98,162
358,push-back,4,,7,2,1,0,40,70,98,162
359,deboarding,7,"361,362,363",0,1,0,0,41,75,103,103
360,unloading baggage,8,364,1,1,1,0,41,75,103,103
361,cleaning cabin,9,365,2,3,1,0,41,75,103,103
362,catering,9,365,3,1,1,30,41,75,103,103
363,fuelling,7,365,4,2,1,30,41,75,103,103
364,loading baggage,10,366,1,1,1,0,41,75,103,103
365,boarding,7,366,0,1,0,0,41,75,103,103
366,push-back,4,,7,1,1,0,41,75,103,103
367,deboarding,12,"369,370,371",0,4,0,0,42,75,127,255
368,unloading baggage,12,374,1,4,1,0,42,75,127,255
369,cleaning cabin,12,375,2,2,1,0,42,75,127,255
370,catering,20,375,3,5,1,50,42,75,127,255
371,fuelling,14,375,4,4,1,70,42,75,127,255
372,change water,6,376,5,1,1,40,42,75,127,255
373,toilet services,19,376,6,2,1,40,42,75,127,255
374,loading baggage,20,376,1,4,1,0,42,75,127,255
375,boarding,17,376,0,4,0,0,42,75,127,255
376,push-back,4,,7,2,1,0,42,75,127,255
377,deboarding,7,"379,380,381",0,3,0,0,43,80,108,146
378,unloading baggage,7,382,1,3,1,0,43,80,108,146
379,cleaning cabin,8,383,2,1,1,0,43,80,108,146
380,catering,8,383,3,2,1,30,43,80,108,146
381,fuelling,8,383,4,3,1,30,43,80,108,146
382,loading baggage,10,384,1,3,1,0,43,80,108,146
383,boarding,7,384,0,3,0,0,43,80,108,146
384,push-back,4,,7,1,1,0,43,80,108,146
385,deboarding,14,"387,388,389",0,1,0,0,44,80,106,113
386,unloading baggage,18,392,1,1,1,0,44,80,106,113
387,cleaning cabin,15,393,2,5,1,0,44,80,106,113
388,catering,18,393,3,4,1,50,44,80,106,113
389,fuelling,13,393,4,1,1,70,44,80,106,113
390,change water,9,394,5,2,1,80,44,80,106,113
391,toilet services,14,394,6,1,1,30,44,80,106,113
392,loading baggage,16,394,1,1,1,0,44,80,106,113
393,boarding,21,394,0,1,0,0,44,80,106,113
394,push-back,4,,7,5,1,0,44,80,106,113
395,deboarding,7,"397,398,399",0,4,0,0,45,80,108,178
396,unloading baggage,9,400,1,4,1,0,45,80,108,178
397,cleaning cabin,9,401,2,5,1,0,45,80,108,178
398,catering,8,401,3,3,1,30,45,80,108,178
399,fuelling,8,401,4,2,1,30,45,80,108,178
400,loading baggage,10,402,1,4,1,0,45,80,108,178
401,boarding,7,402,0,4,0,0,45,80,108,178
402,push-back,4,,7,5,1,0,45,80,108,178
403,deboarding,10,"405,406,407",0,2,0,0,46,80,106,98
404,unloading baggage,24,410,1,2,1,0,46,80,106,98
405,cleaning cabin,20,411,2,1,1,0,46,80,106,98
406,catering,16,411,3,5,1,50,46,80,106,98
407,fuelling,17,411,4,3,1,90,46,80,106,98
408,change water,6,412,5,2,1,40,46,80,106,98
409,toilet services,7,412,6,4,1,10,46,80,106,98
410,loading baggage,14,412,1,2,1,0,46,80,106,98
411,boarding,18,412,0,2,0,0,46,80,106,98
412,push-back,4,,7,4,1,0,46,80,106,98
413,deboarding,15,"415,416,417",0,5,0,0,47,80,132,31
414,unloading baggage,10,420,1,5,1,0,47,80,132,31
415,cleaning cabin,14,421,2,4,1,0,47,80,132,31
416,catering,20,421,3,1,1,70,47,80,132,31
417,fuelling,15,421,4,4,1,70,47,80,132,31
418,change water,12,422,5,1,1,80,47,80,132,31
419,toilet services,18,422,6,2,1,40,47,80,132,31
420,loading baggage,15,422,1,5,1,0,47,80,132,31
421,boarding,14,422,0,5,0,0,47,80,132,31
422,push-back,4,,7,2,1,0,47,80,132,31
423,deboarding,8,"425,426,427",0,4,0,0,48,80,106,155
424,unloading baggage,19,430,1,4,1,0,48,80,106,155
425,cleaning cabin,14,431,2,2,1,0,48,80,106,155
426,catering,20,431,3,5,1,70,48,80,106,155
427,fuelling,16,431,4,4,1,70,48,80,106,155
428,change water,6,432,5,4,1,40,48,80,106,155
429,toilet services,13,432,6,5,1,30,48,80,106,155
430,loading baggage,19,432,1,4,1,0,48,80,106,155
431,boarding,21,432,0,4,0,0,48,80,106,155
432,push-back,4,,7,3,1,0,48,80,106,155
433,deboarding,7,"435,436,437",0,1,0,0,49,80,106,6
434,unloading baggage,23,440,1,1,1,0,49,80,106,6
435,cleaning cabin,14,441,2,4,1,0,49,80,106,6
436,catering,24,441,3,4,1,70,49,80,106,6
437,fuelling,13,441,4,5,1,80,49,80,106,6
438,change water,6,442,5,5,1,40,49,80,106,6
439,toilet services,10,442,6,3,1,20,49,80,106,6
440,loading baggage,15,442,1,1,1,0,49,80,106,6
441,boarding,25,442,0,1,0,0,49,80,106,6
442,push-back,4,,7,5,1,0,49,80,106,6
443,deboarding,7,"445,446,447",0,5,0,0,50,85,114,85
444,unloading baggage,10,448,1,5,1,0,50,85,114,85
445,cleaning cabin,12,449,2,1,1,0,50,85,114,85
446,catering,12,449,3,4,1,30,50,85,114,85
447,fuelling,9,449,4,3,1,30,50,85,114,85
448,loading baggage,12,450,1,5,1,0,50,85,114,85
449,boarding,9,450,0,5,0,0,50,85,114,85
450,push-back,4,,7,2,1,0,50,85,114,85
451,deboarding,9,"453,454,455",0,3,0,0,51,85,114,153
452,unloading baggage,10,456,1,3,1,0,51,85,114,153
453,cleaning cabin,12,457,2,4,1,0,51,85,114,153
454,catering,11,457,3,2,1,30,51,85,114,153
455,fuelling,9,457,4,2,1,30,51,85,114,153
456,loading baggage,12,458,1,3,1,0,51,85,114,153
457,boarding,9,458,0,3,0,0,51,85,114,153
458,push-back,4,,7,1,1,0,51,85,114,153
459,deboarding,7,"461,462,463",0,2,0,0,52,85,114,125
460,unloading baggage,10,464,1,2,1,0,52,85,114,125
461,cleaning cabin,12,465,2,2,1,0,52,85,114,125
462,catering,12,465,3,3,1,30,52,85,114,125
463,fuelling,9,465,4,4,1,30,52,85,114,125
464,loading baggage,13,466,1,2,1,0,52,85,114,125
465,boarding,11,466,0,2,0,0,52,85,114,125
466,push-back,4,,7,3,1,0,52,85,114,125
467,deboarding,12,"469,470,471",0,4,0,0,53,85,111,211
468,unloading baggage,21,474,1,4,1,0,53,85,111,211
469,cleaning cabin,16,475,2,5,1,0,53,85,111,211
470,catering,22,475,3,2,1,70,53,85,111,211
471,fuelling,16,475,4,4,1,90,53,85,111,211
472,change water,5,476,5,3,1,40,53,85,111,211
473,toilet services,12,476,6,2,1,30,53,85,111,211
474,loading baggage,16,476,1,4,1,0,53,85,111,211
475,boarding,22,476,0,4,0,0,53,85,111,211
476,push-back,4,,7,5,1,0,53,85,111,211
477,deboarding,8,"479,480,481",0,1,0,0,54,90,118,92
478,unloading baggage,7,482,1,1,1,0,54,90,118,92
479,cleaning cabin,8,483,2,3,1,0,54,90,118,92
480,catering,9,483,3,1,1,30,54,90,118,92
481,fuelling,7,483,4,2,1,30,54,90,118,92
482,loading baggage,9,484,1,1,1,0,54,90,118,92
483,boarding,8,484,0,1,0,0,54,90,118,92
484,push-back,4,,7,2,1,0,54,90,118,92
485,deboarding,9,"487,488,489",0,5,0,0,55,90,119,220
486,unloading baggage,10,490,1,5,1,0,55,90,119,220
487,cleaning cabin,12,491,2,3,1,0,55,90,119,220
488,catering,11,491,3,1,1,30,55,90,119,220
489,fuelling,7,491,4,4,1,30,55,90,119,220
490,loading baggage,12,492,1,5,1,0,55,90,119,220
491,boarding,10,492,0,5,0,0,55,90,119,220
492,push-back,4,,7,3,1,0,55,90,119,220
493,deboarding,12,"495,496,497",0,2,0,0,56,95,147,169
494,unloading baggage,8,500,1,2,1,0,56,95,147,169
495,cleaning cabin,12,501,2,1,1,0,56,95,147,169
496,catering,21,501,3,2,1,70,56,95,147,169
497,fuelling,14,501,4,1,1,70,56,95,147,169
498,change water,9,502,5,4,1,60,56,95,147,169
499,toilet services,16,502,6,4,1,40,56,95,147,169
500,loading baggage,19,502,1,2,1,0,56,95,147,169
501,boarding,15,502,0,2,0,0,56,95,147,169
502,push-back,4,,7,4,1,0,56,95,147,169
