idOperation,operationName,operationDuration,successors,resourceType,SP,requiredResourceUnits,consumption,idTurnaround,SIBT/TIBT,SOBT/TOBT,idStand
56,catering,9,59,3,1,1,30,7,20,48,43
57,fuelling,8,59,4,3,1,30,7,20,48,43
58,loading baggage,9,60,1,4,1,0,7,20,48,43
59,boarding,8,60,0,4,0,0,7,20,48,43
60,push-back,4,,7,4,1,0,7,20,48,43
61,deboarding,13,"63,64,65",0,2,0,0,8,25,51,132
62,unloading baggage,18,68,1,2,1,0,8,25,51,132
63,cleaning cabin,14,69,2,4,1,0,8,25,51,132
64,catering,17,69,3,5,1,40,8,25,51,132
65,fuelling,18,69,4,4,1,90,8,25,51,132
66,change water,6,70,5,2,1,40,8,25,51,132
67,toilet services,11,70,6,1,1,20,8,25,51,132
68,loading baggage,15,70,1,2,1,0,8,25,51,132
69,boarding,21,70,0,2,0,0,8,25,51,132
70,push-back,4,,7,4,1,0,8,25,51,132
71,deboarding,7,"73,74,75",0,1,0,0,9,30,58,89
72,unloading baggage,8,76,1,1,1,0,9,30,58,89
73,cleaning cabin,8,77,2,3,1,0,9,30,58,89
74,catering,7,77,3,4,1,20,9,30,58,89
75,fuelling,9,77,4,2,1,30,9,30,58,89
76,loading baggage,10,78,1,1,1,0,9,30,58,89
77,boarding,8,78,0,1,0,0,9,30,58,89
78,push-back,4,,7,3,1,0,9,30,58,89
79,deboarding,8,"81,82,83",0,3,0,0,10,35,64,67
80,unloading baggage,10,84,1,3,1,0,10,35,64,67
81,cleaning cabin,13,85,2,4,1,0,10,35,64,67
82,catering,12,85,3,4,1,40,10,35,64,67
83,fuelling,7,85,4,5,1,30,10,35,64,67
84,loading baggage,13,86,1,3,1,0,10,35,64,67
85,boarding,11,86,0,3,0,0,10,35,64,67
86,push-back,4,,7,1,1,0,10,35,64,67
87,deboarding,11,"89,90,91",0,4,0,0,11,35,61,38
88,unloading baggage,18,94,1,4,1,0,11,35,61,38
89,cleaning cabin,19,95,2,2,1,0,11,35,61,38
90,catering,17,95,3,1,1,40,11,35,61,38
91,fuelling,17,95,4,1,1,90,11,35,61,38
92,change water,10,96,5,5,1,80,11,35,61,38
93,toilet services,15,96,6,3,1,40,11,35,61,38
94,loading baggage,15,96,1,4,1,0,11,35,61,38
95,boarding,18,96,0,4,0,0,11,35,61,38
96,push-back,4,,7,3,1,0,11,35,61,38
97,deboarding,8,"99,100,101",0,5,0,0,12,40,68,126
98,unloading baggage,8,102,1,5,1,0,12,40,68,126
99,cleaning cabin,9,103,2,5,1,0,12,40,68,126
100,catering,8,103,3,5,1,20,12,40,68,126
101,fuelling,8,103,4,4,1,30,12,40,68,126
102,loading baggage,10,104,1,5,1,0,12,40,68,126
103,boarding,9,104,0,5,0,0,12,40,68,126
104,push-back,4,,7,5,1,0,12,40,68,126
105,deboarding,8,"107,108,109",0,1,0,0,13,40,68,69
106,unloading baggage,8,110,1,1,1,0,13,40,68,69
107,cleaning cabin,8,111,2,1,1,0,13,40,68,69
108,catering,9,111,3,1,1,20,13,40,68,69
109,fuelling,9,111,4,2,1,30,13,40,68,69
110,loading baggage,8,112,1,1,1,0,13,40,68,69
111,boarding,8,112,0,1,0,0,13,40,68,69
112,push-back,4,,7,3,1,0,13,40,68,69
113,deboarding,8,"115,116,117",0,3,0,0,14,40,66,93
114,unloading baggage,25,120,1,3,1,0,14,40,66,93
115,cleaning cabin,17,121,2,3,1,0,14,40,66,93
116,catering,21,121,3,1,1,70,14,40,66,93
117,fuelling,16,121,4,1,1,80,14,40,66,93
118,change water,6,122,5,5,1,40,14,40,66,93
119,toilet services,7,122,6,4,1,10,14,40,66,93
120,loading baggage,13,122,1,3,1,0,14,40,66,93
121,boarding,26,122,0,3,0,0,14,40,66,93
122,push-back,4,,7,2,1,0,14,40,66,93
123,deboarding,8,"125,126,127",0,5,0,0,15,40,68,189
124,unloading baggage,7,128,1,5,1,0,15,40,68,189
125,cleaning cabin,9,129,2,3,1,0,15,40,68,189
126,catering,8,129,3,3,1,20,15,40,68,189
127,fuelling,9,129,4,2,1,30,15,40,68,189
128,loading baggage,9,130,1,5,1,0,15,40,68,189
129,boarding,8,130,0,5,0,0,15,40,68,189
130,push-back,4,,7,2,1,0,15,40,68,189
131,deboarding,15,"133,134,135",0,4,0,0,16,40,92,220
132,unloading baggage,14,138,1,4,1,0,16,40,92,220
133,cleaning cabin,13,139,2,1,1,0,16,40,92,220
134,catering,21,139,3,4,1,50,16,40,92,220
135,fuelling,14,139,4,5,1,40,16,40,92,220
136,change water,9,140,5,4,1,80,16,40,92,220
137,toilet services,20,140,6,2,1,40,16,40,92,220
138,loading baggage,19,140,1,4,1,0,16,40,92,220
139,boarding,16,140,0,4,0,0,16,40,92,220
140,push-back,4,,7,4,1,0,16,40,92,220
141,deboarding,10,"143,144,145",0,3,0,0,17,45,71,188
142,unloading baggage,19,148,1,3,1,0,17,45,71,188
143,cleaning cabin,14,149,2,5,1,0,17,45,71,188
144,catering,17,149,3,2,1,40,17,45,71,188
145,fuelling,18,149,4,5,1,90,17,45,71,188
146,change water,7,150,5,1,1,40,17,45,71,188
147,toilet services,10,150,6,5,1,20,17,45,71,188
148,loading baggage,18,150,1,3,1,0,17,45,71,188
149,boarding,22,150,0,3,0,0,17,45,71,188
150,push-back,4,,7,1,1,0,17,45,71,188
151,deboarding,12,"153,154,155",0,1,0,0,18,45,71,201
152,unloading baggage,19,158,1,1,1,0,18,45,71,201
153,cleaning cabin,19,159,2,4,1,0,18,45,71,201
154,catering,20,159,3,3,1,70,18,45,71,201
155,fuelling,18,159,4,4,1,90,18,45,71,201
156,change water,3,160,5,1,1,20,18,45,71,201
157,toilet services,10,160,6,4,1,20,18,45,71,201
158,loading baggage,16,160,1,1,1,0,18,45,71,201
159,boarding,24,160,0,1,0,0,18,45,71,201
160,push-back,4,,7,1,1,0,18,45,71,201
161,deboarding,7,"163,164,165",0,2,0,0,19,45,74,90
162,unloading baggage,11,166,1,2,1,0,19,45,74,90
163,cleaning cabin,12,167,2,1,1,0,19,45,74,90
164,catering,12,167,3,3,1,40,19,45,74,90
165,fuelling,8,167,4,5,1,30,19,45,74,90
166,loading baggage,11,168,1,2,1,0,19,45,74,90
167,boarding,10,168,0,2,0,0,19,45,74,90
168,push-back,4,,7,5,1,0,19,45,74,90
169,deboarding,13,"171,172,173",0,2,0,0,20,45,97,156
170,unloading baggage,10,176,1,2,1,0,20,45,97,156
171,cleaning cabin,12,177,2,1,1,0,20,45,97,156
172,catering,21,177,3,3,1,60,20,45,97,156
173,fuelling,14,177,4,3,1,40,20,45,97,156
174,change water,8,178,5,3,1,60,20,45,97,156
175,toilet services,15,178,6,3,1,30,20,45,97,156
176,loading baggage,20,178,1,2,1,0,20,45,97,156
177,boarding,15,178,0,2,0,0,20,45,97,156
178,push-back,4,,7,3,1,0,20,45,97,156
179,deboarding,9,"181,182,183",0,1,0,0,21,45,71,202
180,unloading baggage,18,186,1,1,1,0,21,45,71,202
181,cleaning cabin,18,187,2,5,1,0,21,45,71,202
182,catering,18,187,3,2,1,40,21,45,71,202
183,fuelling,16,187,4,1,1,60,21,45,71,202
184,change water,5,188,5,4,1,20,21,45,71,202
185,toilet services,14,188,6,1,1,30,21,45,71,202
186,loading baggage,14,188,1,1,1,0,21,45,71,202
187,boarding,26,188,0,1,0,0,21,45,71,202
188,push-back,4,,7,3,1,0,21,45,71,202
189,deboarding,7,"191,192,193",0,5,0,0,22,45,73,230
190,unloading baggage,8,194,1,5,1,0,22,45,73,230
191,cleaning cabin,9,195,2,3,1,0,22,45,73,230
192,catering,8,195,3,5,1,30,22,45,73,230
193,fuelling,7,195,4,4,1,30,22,45,73,230
194,loading baggage,10,196,1,5,1,0,22,45,73,230
195,boarding,8,196,0,5,0,0,22,45,73,230
196,push-back,4,,7,2,1,0,22,45,73,230
197,deboarding,15,"199,200,201",0,3,0,0,23,45,97,53
198,unloading baggage,14,204,1,3,1,0,23,45,97,53
199,cleaning cabin,14,205,2,3,1,0,23,45,97,53
200,catering,21,205,3,5,1,50,23,45,97,53
201,fuelling,16,205,4,5,1,70,23,45,97,53
202,change water,8,206,5,2,1,60,23,45,97,53
203,toilet services,15,206,6,3,1,30,23,45,97,53
204,loading baggage,18,206,1,3,1,0,23,45,97,53
205,boarding,12,206,0,3,0,0,23,45,97,53
206,push-back,4,,7,5,1,0,23,45,97,53
207,deboarding,12,"209,210,211",0,3,0,0,24,50,102,191
208,unloading baggage,13,214,1,3,1,0,24,50,102,191
209,cleaning cabin,14,215,2,1,1,0,24,50,102,191
210,catering,18,215,3,4,1,50,24,50,102,191
211,fuelling,16,215,4,1,1,40,24,50,102,191
212,change water,6,216,5,5,1,40,24,50,102,191
213,toilet services,17,216,6,5,1,40,24,50,102,191
214,loading baggage,20,216,1,3,1,0,24,50,102,191
215,boarding,13,216,0,3,0,0,24,50,102,191
216,push-back,4,,7,2,1,0,24,50,102,191
217,deboarding,10,"219,220,221",0,4,0,0,25,50,102,165
218,unloading baggage,12,224,1,4,1,0,25,50,102,165
219,cleaning cabin,14,225,2,1,1,0,25,50,102,165
220,catering,18,225,3,2,1,40,25,50,102,165
221,fuelling,15,225,4,3,1,40,25,50,102,165
222,change water,10,226,5,3,1,80,25,50,102,165
223,toilet services,18,226,6,2,1,40,25,50,102,165
224,loading baggage,16,226,1,4,1,0,25,50,102,165
225,boarding,17,226,0,4,0,0,25,50,102,165
226,push-back,4,,7,1,1,0,25,50,102,165
227,deboarding,14,"229,230,231",0,2,0,0,26,50,102,136
228,unloading baggage,13,234,1,2,1,0,26,50,102,136
229,cleaning cabin,12,235,2,2,1,0,26,50,102,136
230,catering,20,235,3,1,1,50,26,50,102,136
231,fuelling,15,235,4,2,1,50,26,50,102,136
232,change water,10,236,5,2,1,80,26,50,102,136
233,toilet services,19,236,6,1,1,40,26,50,102,136
234,loading baggage,18,236,1,2,1,0,26,50,102,136
235,boarding,14,236,0,2,0,0,26,50,102,136
236,push-back,4,,7,5,1,0,26,50,102,136
237,deboarding,13,"239,240,241",0,1,0,0,27,50,102,26
238,unloading baggage,9,244,1,1,1,0,27,50,102,26
239,cleaning cabin,11,245,2,5,1,0,27,50,102,26
240,catering,18,245,3,4,1,40,27,50,102,26
241,fuelling,16,245,4,3,1,60,27,50,102,26
242,change water,6,246,5,2,1,40,27,50,102,26
243,toilet services,21,246,6,3,1,40,27,50,102,26
244,loading baggage,21,246,1,1,1,0,27,50,102,26
245,boarding,15,246,0,1,0,0,27,50,102,26
246,push-back,4,,7,1,1,0,27,50,102,26
247,deboarding,8,"249,250,251",0,4,0,0,28,50,78,247
248,unloading baggage,8,252,1,4,1,0,28,50,78,247
249,cleaning cabin,9,253,2,3,1,0,28,50,78,247
250,catering,8,253,3,1,1,30,28,50,78,247
251,fuelling,9,253,4,2,1,30,28,50,78,247
252,loading baggage,9,254,1,4,1,0,28,50,78,247
253,boarding,9,254,0,4,0,0,28,50,78,247
254,push-back,4,,7,5,1,0,28,50,78,247
255,deboarding,8,"257,258,259",0,2,0,0,29,50,76,225
256,unloading baggage,26,262,1,2,1,0,29,50,76,225
257,cleaning cabin,18,263,2,3,1,0,29,50,76,225
258,catering,18,263,3,1,1,40,29,50,76,225
259,fuelling,13,263,4,2,1,40,29,50,76,225
260,change water,8,264,5,4,1,60,29,50,76,225
261,toilet services,14,264,6,5,1,30,29,50,76,225
262,loading baggage,17,264,1,2,1,0,29,50,76,225
263,boarding,20,264,0,2,0,0,29,50,76,225
264,push-back,4,,7,2,1,0,29,50,76,225
265,deboarding,14,"267,268,269",0,5,0,0,30,50,102,68
266,unloading baggage,10,272,1,5,1,0,30,50,102,68
267,cleaning cabin,14,273,2,4,1,0,30,50,102,68
268,catering,20,273,3,1,1,50,30,50,102,68
269,fuelling,12,273,4,1,1,40,30,50,102,68
270,change water,7,274,5,1,1,40,30,50,102,68
271,toilet services,19,274,6,4,1,40,30,50,102,68
272,loading baggage,19,274,1,5,1,0,30,50,102,68
273,boarding,14,274,0,5,0,0,30,50,102,68
274,push-back,4,,7,4,1,0,30,50,102,68
275,deboarding,6,"277,278,279",0,3,0,0,31,50,78,44
276,unloading baggage,8,280,1,3,1,0,31,50,78,44
277,cleaning cabin,8,281,2,1,1,0,31,50,78,44
278,catering,8,281,3,4,1,30,31,50,78,44
279,fuelling,9,281,4,4,1,30,31,50,78,44
280,loading baggage,9,282,1,3,1,0,31,50,78,44
281,boarding,9,282,0,3,0,0,31,50,78,44
282,push-back,4,,7,1,1,0,31,50,78,44
283,deboarding,14,"285,286,287",0,1,0,0,32,55,107,73
284,unloading baggage,12,290,1,1,1,0,32,55,107,73
285,cleaning cabin,13,291,2,5,1,0,32,55,107,73
286,catering,19,291,3,1,1,50,32,55,107,73
287,fuelling,16,291,4,1,1,70,32,55,107,73
288,change water,9,292,5,2,1,80,32,55,107,73
289,toilet services,17,292,6,5,1,40,32,55,107,73
290,loading baggage,20,292,1,1,1,0,32,55,107,73
291,boarding,14,292,0,1,0,0,32,55,107,73
292,push-back,4,,7,5,1,0,32,55,107,73
293,deboarding,12,"295,296,297",0,4,0,0,33,55,81,92
294,unloading baggage,22,300,1,4,1,0,33,55,81,92
295,cleaning cabin,15,301,2,1,1,0,33,55,81,92
296,catering,22,301,3,2,1,70,33,55,81,92
297,fuelling,19,301,4,2,1,90,33,55,81,92
298,change water,4,302,5,3,1,20,33,55,81,92
299,toilet services,10,302,6,3,1,20,33,55,81,92
300,loading baggage,14,302,1,4,1,0,33,55,81,92
301,boarding,20,302,0,4,0,0,33,55,81,92
302,push-back,4,,7,2,1,0,33,55,81,92
303,deboarding,6,"305,306,307",0,2,0,0,34,60,88,11
304,unloading baggage,8,308,1,2,1,0,34,60,88,11
305,cleaning cabin,9,309,2,4,1,0,34,60,88,11
306,catering,8,309,3,1,1,30,34,60,88,11
307,fuelling,8,309,4,2,1,30,34,60,88,11
308,loading baggage,9,310,1,2,1,0,34,60,88,11
309,boarding,8,310,0,2,0,0,34,60,88,11
310,push-back,4,,7,2,1,0,34,60,88,11
311,deboarding,8,"313,314,315",0,4,0,0,35,60,89,13
312,unloading baggage,11,316,1,4,1,0,35,60,89,13
313,cleaning cabin,13,317,2,1,1,0,35,60,89,13
314,catering,11,317,3,3,1,40,35,60,89,13
315,fuelling,9,317,4,1,1,30,35,60,89,13
316,loading baggage,12,318,1,4,1,0,35,60,89,13
317,boarding,10,318,0,4,0,0,35,60,89,13
318,push-back,4,,7,4,1,0,35,60,89,13
319,deboarding,9,"321,322,323",0,1,0,0,36,60,89,254
320,unloading baggage,10,324,1,1,1,0,36,60,89,254
321,cleaning cabin,11,325,2,5,1,0,36,60,89,254
322,catering,12,325,3,3,1,40,36,60,89,254
323,fuelling,8,325,4,4,1,30,36,60,89,254
324,loading baggage,12,326,1,1,1,0,36,60,89,254
325,boarding,9,326,0,1,0,0,36,60,89,254
326,push-back,4,,7,3,1,0,36,60,89,254
327,deboarding,13,"329,330,331",0,3,0,0,37,60,112,238
328,unloading baggage,12,334,1,3,1,0,37,60,112,238
329,cleaning cabin,14,335,2,2,1,0,37,60,112,238
330,catering,18,335,3,3,1,40,37,60,112,238
331,fuelling,12,335,4,4,1,40,37,60,112,238
332,change water,7,336,5,3,1,40,37,60,112,238
333,toilet services,21,336,6,1,1,40,37,60,112,238
334,loading baggage,18,336,1,3,1,0,37,60,112,238
335,boarding,14,336,0,3,0,0,37,60,112,238
336,push-back,4,,7,3,1,0,37,60,112,238
337,deboarding,7,"339,340,341",0,4,0,0,38,60,86,76
338,unloading baggage,24,344,1,4,1,0,38,60,86,76
339,cleaning cabin,15,345,2,5,1,0,38,60,86,76
340,catering,17,345,3,3,1,50,38,60,86,76
341,fuelling,15,345,4,2,1,70,38,60,86,76
342,change water,9,346,5,5,1,80,38,60,86,76
343,toilet services,13,346,6,2,1,20,38,60,86,76
344,loading baggage,14,346,1,4,1,0,38,60,86,76
345,boarding,22,346,0,4,0,0,38,60,86,76
346,push-back,4,,7,1,1,0,38,60,86,76
347,deboarding,8,"349,350,351",0,1,0,0,39,65,93,128
348,unloading baggage,9,352,1,1,1,0,39,65,93,128
349,cleaning cabin,7,353,2,3,1,0,39,65,93,128
350,catering,8,353,3,4,1,20,39,65,93,128
351,fuelling,8,353,4,1,1,30,39,65,93,128
352,loading baggage,8,354,1,1,1,0,39,65,93,128
353,boarding,7,354,0,1,0,0,39,65,93,128
354,push-back,4,,7,1,1,0,39,65,93,128
355,deboarding,12,"357,358,359",0,5,0,0,40,70,96,203
356,unloading baggage,21,362,1,5,1,0,40,70,96,203
357,cleaning cabin,19,363,2,4,1,0,40,70,96,203
358,catering,18,363,3,3,1,40,40,70,96,203
359,fuelling,16,363,4,4,1,60,40,70,96,203
360,change water,8,364,5,5,1,60,40,70,96,203
361,toilet services,13,364,6,5,1,30,40,70,96,203
362,loading baggage,18,364,1,5,1,0,40,70,96,203
363,boarding,21,364,0,5,0,0,40,70,96,203
364,push-back,4,,7,3,1,0,40,70,96,203
365,deboarding,7,"367,368,369",0,1,0,0,41,70,98,123
366,unloading baggage,9,370,1,1,1,0,41,70,98,123
367,cleaning cabin,9,371,2,2,1,0,41,70,98,123
368,catering,8,371,3,4,1,20,41,70,98,123
369,fuelling,8,371,4,5,1,30,41,70,98,123
370,loading baggage,10,372,1,1,1,0,41,70,98,123
371,boarding,9,372,0,1,0,0,41,70,98,123
372,push-back,4,,7,3,1,0,41,70,98,123
373,deboarding,9,"375,376,377",0,5,0,0,42,70,99,32
374,unloading baggage,10,378,1,5,1,0,42,70,99,32
375,cleaning cabin,12,379,2,1,1,0,42,70,99,32
376,catering,11,379,3,2,1,40,42,70,99,32
377,fuelling,9,379,4,3,1,30,42,70,99,32
378,loading baggage,11,380,1,5,1,0,42,70,99,32
379,boarding,10,380,0,5,0,0,42,70,99,32
380,push-back,4,,7,4,1,0,42,70,99,32
381,deboarding,11,"383,384,385",0,3,0,0,43,70,122,179
382,unloading baggage,11,388,1,3,1,0,43,70,122,179
383,cleaning cabin,16,389,2,3,1,0,43,70,122,179
384,catering,21,389,3,5,1,60,43,70,122,179
385,fuelling,16,389,4,4,1,60,43,70,122,179
386,change water,9,390,5,1,1,80,43,70,122,179
387,toilet services,17,390,6,4,1,40,43,70,122,179
388,loading baggage,18,390,1,3,1,0,43,70,122,179
389,boarding,15,390,0,3,0,0,43,70,122,179
390,push-back,4,,7,3,1,0,43,70,122,179
391,deboarding,7,"393,394,395",0,5,0,0,44,70,98,234
392,unloading baggage,8,396,1,5,1,0,44,70,98,234
393,cleaning cabin,7,397,2,2,1,0,44,70,98,234
394,catering,8,397,3,4,1,20,44,70,98,234
395,fuelling,8,397,4,2,1,30,44,70,98,234
396,loading baggage,9,398,1,5,1,0,44,70,98,234
397,boarding,9,398,0,5,0,0,44,70,98,234
398,push-back,4,,7,1,1,0,44,70,98,234
399,deboarding,8,"401,402,403",0,5,0,0,45,70,99,65
400,unloading baggage,9,404,1,5,1,0,45,70,99,65
401,cleaning cabin,11,405,2,4,1,0,45,70,99,65
402,catering,13,405,3,5,1,30,45,70,99,65
403,fuelling,8,405,4,4,1,30,45,70,99,65
404,loading baggage,12,406,1,5,1,0,45,70,99,65
405,boarding,9,406,0,5,0,0,45,70,99,65
406,push-back,4,,7,5,1,0,45,70,99,65
407,deboarding,8,"409,410,411",0,3,0,0,46,75,101,110
408,unloading baggage,19,414,1,3,1,0,46,75,101,110
409,cleaning cabin,12,415,2,5,1,0,46,75,101,110
410,catering,20,415,3,2,1,70,46,75,101,110
411,fuelling,17,415,4,3,1,90,46,75,101,110
412,change water,3,416,5,5,1,20,46,75,101,110
413,toilet services,12,416,6,1,1,20,46,75,101,110
414,loading baggage,15,416,1,3,1,0,46,75,101,110
415,boarding,22,416,0,3,0,0,46,75,101,110
416,push-back,4,,7,2,1,0,46,75,101,110
417,deboarding,7,"419,420,421",0,5,0,0,47,75,103,172
418,unloading baggage,7,422,1,5,1,0,47,75,103,172
419,cleaning cabin,8,423,2,1,1,0,47,75,103,172
420,catering,8,423,3,1,1,20,47,75,103,172
421,fuelling,7,423,4,1,1,30,47,75,103,172
422,loading baggage,9,424,1,5,1,0,47,75,103,172
423,boarding,8,424,0,5,0,0,47,75,103,172
424,push-back,4,,7,4,1,0,47,75,103,172
425,deboarding,8,"427,428,429",0,3,0,0,48,75,103,114
426,unloading baggage,8,430,1,3,1,0,48,75,103,114
427,cleaning cabin,7,431,2,4,1,0,48,75,103,114
428,catering,7,431,3,5,1,20,48,75,103,114
429,fuelling,8,431,4,4,1,30,48,75,103,114
430,loading baggage,10,432,1,3,1,0,48,75,103,114
431,boarding,7,432,0,3,0,0,48,75,103,114
432,push-back,4,,7,3,1,0,48,75,103,114
433,deboarding,9,"435,436,437",0,2,0,0,49,75,104,137
434,unloading baggage,11,438,1,2,1,0,49,75,104,137
435,cleaning cabin,13,439,2,2,1,0,49,75,104,137
436,catering,11,439,3,1,1,30,49,75,104,137
437,fuelling,8,439,4,2,1,30,49,75,104,137
438,loading baggage,11,440,1,2,1,0,49,75,104,137
439,boarding,10,440,0,2,0,0,49,75,104,137
440,push-back,4,,7,1,1,0,49,75,104,137
441,deboarding,7,"443,444,445",0,2,0,0,50,75,103,39
442,unloading baggage,9,446,1,2,1,0,50,75,103,39
443,cleaning cabin,9,447,2,4,1,0,50,75,103,39
444,catering,7,447,3,5,1,20,50,75,103,39
445,fuelling,8,447,4,1,1,30,50,75,103,39
446,loading baggage,9,448,1,2,1,0,50,75,103,39
447,boarding,9,448,0,2,0,0,50,75,103,39
448,push-back,4,,7,3,1,0,50,75,103,39
449,deboarding,10,"451,452,453",0,3,0,0,51,75,101,223
450,unloading baggage,23,456,1,3,1,0,51,75,101,223
451,cleaning cabin,15,457,2,5,1,0,51,75,101,223
452,catering,18,457,3,4,1,50,51,75,101,223
453,fuelling,19,457,4,3,1,90,51,75,101,223
454,change water,4,458,5,4,1,20,51,75,101,223
455,toilet services,8,458,6,5,1,10,51,75,101,223
456,loading baggage,16,458,1,3,1,0,51,75,101,223
457,boarding,19,458,0,3,0,0,51,75,101,223
458,push-back,4,,7,2,1,0,51,75,101,223
459,deboarding,7,"461,462,463",0,4,0,0,52,80,106,153
460,unloading baggage,24,466,1,4,1,0,52,80,106,153
461,cleaning cabin,15,467,2,2,1,0,52,80,106,153
462,catering,18,467,3,2,1,40,52,80,106,153
463,fuelling,18,467,4,3,1,60,52,80,106,153
464,change water,4,468,5,3,1,20,52,80,106,153
465,toilet services,13,468,6,4,1,30,52,80,106,153
466,loading baggage,16,468,1,4,1,0,52,80,106,153
467,boarding,20,468,0,4,0,0,52,80,106,153
468,push-back,4,,7,2,1,0,52,80,106,153
469,deboarding,14,"471,472,473",0,4,0,0,53,80,132,255
470,unloading baggage,10,476,1,4,1,0,53,80,132,255
471,cleaning cabin,17,477,2,3,1,0,53,80,132,255
472,catering,23,477,3,5,1,50,53,80,132,255
473,fuelling,12,477,4,2,1,40,53,80,132,255
474,change water,7,478,5,5,1,40,53,80,132,255
475,toilet services,19,478,6,2,1,40,53,80,132,255
476,loading baggage,20,478,1,4,1,0,53,80,132,255
477,boarding,15,478,0,4,0,0,53,80,132,255
478,push-back,4,,7,4,1,0,53,80,132,255
479,deboarding,12,"481,482,483",0,5,0,0,54,80,132,259
480,unloading baggage,10,486,1,5,1,0,54,80,132,259
481,cleaning cabin,17,487,2,2,1,0,54,80,132,259
482,catering,23,487,3,2,1,70,54,80,132,259
483,fuelling,17,487,4,3,1,60,54,80,132,259
484,change water,6,488,5,1,1,40,54,80,132,259
485,toilet services,16,488,6,3,1,40,54,80,132,259
486,loading baggage,16,488,1,5,1,0,54,80,132,259
487,boarding,15,488,0,5,0,0,54,80,132,259
488,push-back,4,,7,5,1,0,54,80,132,259
489,deboarding,9,"491,492,493",0,3,0,0,55,80,106,109
490,unloading baggage,21,496,1,3,1,0,55,80,106,109
491,cleaning cabin,15,497,2,2,1,0,55,80,106,109
492,catering,19,497,3,5,1,40,55,80,106,109
493,fuelling,17,497,4,3,1,70,55,80,106,109
494,change water,8,498,5,3,1,60,55,80,106,109
495,toilet services,14,498,6,2,1,30,55,80,106,109
496,loading baggage,13,498,1,3,1,0,55,80,106,109
497,boarding,22,498,0,3,0,0,55,80,106,109
498,push-back,4,,7,2,1,0,55,80,106,109
499,deboarding,8,"501,502,503",0,1,0,0,56,80,108,243
500,unloading baggage,8,504,1,1,1,0,56,80,108,243
501,cleaning cabin,8,505,2,4,1,0,56,80,108,243
502,catering,8,505,3,5,1,20,56,80,108,243
